ascii_name,description,genus_pk,id,iso_codes,jsondata,latitude,longitude,macroarea,markup_description,name,pk,samples_100,samples_200
drehu,,25,dre,dhv,{},-21.0,167.25,Papunesia,,Drehu,616,False,True
duala,,31,dua,dua,{},4.0,9.41666666667,Africa,,Duala,622,False,False
duka,,62,duk,dud,{},11.1666666667,5.08333333333,Africa,,Duka,624,False,False
dullay gollango,,10,dug,gwd,{},5.5,37.25,Africa,,Dullay (Gollango),623,False,False
dulong,,72,dul,duu,{},28.0,98.3333333333,Eurasia,,Dulong,625,False,False
duma,,31,dma,dma,{},-0.95,13.0,Africa,,Duma,602,False,False
dumagat casiguran,,139,dca,dgc,{},16.3333333333,122.0,Papunesia,,Dumagat (Casiguran),559,False,False
dumi,,88,dmi,dus,{},27.25,86.6666666667,Eurasia,,Dumi,603,False,False
dumo,,241,dum,vam,{},-2.68333333333,141.3,Papunesia,,Dumo,626,False,False
duna,,242,dun,duc,{},-5.5,142.5,Papunesia,,Duna,627,False,False
dutch,,27,dut,nld,{},52.5,6.0,Eurasia,,Dutch,628,False,False
dutch brabantic,,27,dbr,nld,{},50.75,4.5,Eurasia,,Dutch (Brabantic),558,False,False
dutch limburg,,27,dli,nld,{},51.0,5.5,Eurasia,,Dutch (Limburg),600,False,False
dutch zeeuws,,27,duz,zea,{},51.5,3.75,Eurasia,,Dutch (Zeeuws),629,False,False
dyimini,,243,dym,dyi,{},8.41666666667,-4.41666666667,Africa,,Dyimini,631,False,False
dyirbal,,35,dyi,dbl,{},-17.8333333333,145.583333333,Australia,,Dyirbal,630,False,False
dyula,,108,dyu,dyu,{},9.83333333333,-4.66666666667,Africa,,Dyula,632,False,False
ebira,,244,ebi,igb,{},8.16666666667,7.0,Africa,,Ebira,633,False,False
edolo,,245,edo,etr,{},-6.16666666667,142.666666667,Papunesia,,Edolo,634,False,False
efate south,,25,erk,erk,{},-17.75,168.416666667,Papunesia,,Efate (South),654,False,False
efik,,29,efi,efi,{},4.91666666667,8.5,Africa,,Efik,635,False,False
ega,,246,ega,ega,{},5.5,-5.5,Africa,,Ega,636,False,False
eipo,,247,eip,eip,{},-4.33333333333,140.083333333,Papunesia,,Eipo,638,False,False
ejagham,,31,eja,etu,{},5.41666666667,8.66666666667,Africa,,Ejagham,639,False,False
ekari,,248,eka,ekg,{},-3.83333333333,135.5,Papunesia,,Ekari,640,False,True
ekoti,,31,eko,eko,{},-16.5,39.5,Africa,,Ekoti,641,False,False
elseng,,249,els,mrf,{},-3.0,140.5,Papunesia,,Elseng,642,False,False
emai,,149,ora,ema,{},7.08333333333,5.91666666667,Africa,,Emai,1842,False,False
embaloh,,87,eml,emb,{},1.16666666667,112.333333333,Papunesia,,Embaloh,646,False,False
embera chami,,178,emc,cmi,{},5.0,-76.0,South America,,Embera Chami,644,False,False
embera northern,,178,emb,emp,{},6.83333333333,-77.1666666667,South America,,Emberá (Northern),643,False,False
emerillon,,16,eme,eme,{},3.16666666667,-52.4166666667,South America,,Émérillon,645,False,False
emmi,,250,emm,amy,{},-13.5,130.0,Australia,,Emmi,647,False,False
enets,,252,ene,"enf, enh",{},67.5,86.5,Eurasia,,Enets,649,False,False
enga,,251,ena,enq,{},-5.5,143.666666667,Papunesia,,Enga,648,False,False
engenni,,149,egn,enn,{},5.16666666667,6.38333333333,Africa,,Engenni,637,False,False
enggano,,253,eno,eno,{},-5.41666666667,102.25,Papunesia,,Enggano,651,False,False
english,,27,eng,eng,{},52.0,0.0,Eurasia,,English,650,True,True
enya,,31,eny,gey,{},-0.5,25.25,Africa,,Enya,652,False,False
epena pedee,,178,epe,sja,{},3.0,-77.0,South America,,Epena Pedee,653,False,True
erromangan,,25,err,erg,{},-18.8333333333,169.166666667,Papunesia,,Erromangan,655,False,False
ese ejja,,66,ese,ese,{},-11.0,-66.0,South America,,Ese Ejja,656,False,False
esmeraldeno,,254,esm,,{},0.333333333333,-79.8333333333,South America,,Esmeraldeño,657,False,False
esselen,,255,ess,esq,{},36.25,-121.75,North America,,Esselen,658,False,False
estonian,,256,est,est,{},59.0,26.0,Eurasia,,Estonian,659,False,False
etsako,,149,ets,ets,{},7.25,6.5,Africa,,Etsako,660,False,False
eudeve,,257,eud,opt,{},29.1666666667,-109.666666667,North America,,Eudeve,661,False,False
even,,258,evn,eve,{},68.0,130.0,Eurasia,,Even,663,False,False
evenki,,258,eve,evn,{},56.0,125.0,Eurasia,,Evenki,662,False,True
ewe,,5,ewe,ewe,{},6.33333333333,0.416666666667,Africa,,Ewe,665,False,True
ewe anglo,,5,ewa,ewe,{},6.0,1.0,Africa,,Ewe (Anglo),664,False,False
ewondo,,31,ewo,ewo,{},4.0,12.0,Africa,,Ewondo,666,False,False
eyak,,259,eya,eya,{},60.5,-145.0,North America,,Eyak,667,False,False
faroese,,27,far,fao,{},62.0,-7.0,Eurasia,,Faroese,668,False,False
fasu,,260,fas,faa,{},-6.58333333333,143.333333333,Papunesia,,Fasu,669,False,False
fefe,,31,fef,fmp,{},5.25,10.1666666667,Africa,,Fe'fe',672,False,False
fijian,,25,fij,fij,{},-17.8333333333,178.0,Papunesia,,Fijian,674,True,True
fijian wayan,,25,fiw,wyy,{},-17.0,177.3,Papunesia,,Fijian (Wayan),677,False,False
finnish,,256,fin,fin,{},62.0,25.0,Eurasia,,Finnish,675,True,True
finnish sign language,,23,fsl,fse,{},62.0,26.0,Eurasia,,Finnish Sign Language,691,False,False
fiote,,31,fio,kng,{},-5.5,14.0,Africa,,Fiote,676,False,False
foe,,262,foe,foi,{},-6.5,143.5,Papunesia,,Foe,682,False,False
folopa,,224,pdp,ppo,{},-7.0,144.5,Papunesia,,Folopa,1882,False,False
fongbe,,5,fon,fon,{},6.41666666667,2.16666666667,Africa,,Fongbe,683,False,False
fordata,,49,frd,frd,{},-6.75,131.5,Papunesia,,Fordata,687,False,False
fore,,28,for,for,{},-6.75,145.5,Papunesia,,Fore,684,False,False
fox,,13,fox,sac,{},43.0,-83.0,North America,,Fox,685,False,False
french,,85,fre,fra,{},48.0,2.0,Eurasia,,French,688,True,True
frisian,,27,fri,frs,{},53.0,5.0,Eurasia,,Frisian,689,False,False
frisian eastern,,27,fea,frs,{},53.5833333333,7.5,Eurasia,,Frisian (Eastern),671,False,False
frisian north,,27,fno,frr,{},54.5,9.0,Eurasia,,Frisian (North),681,False,False
frisian western,,27,frw,fry,{},53.0,6.0,Eurasia,,Frisian (Western),690,False,False
fula burkina faso,,261,fbf,fuh,{},14.0,0.0,Africa,,Fula (Burkina Faso),670,False,False
fula guinean,,261,fgu,fuf,{},11.5,-12.5,Africa,,Fula (Guinean),673,False,False
fula mauritanian,,261,fma,fuc,{},16.5,-13.75,Africa,,Fula (Mauritanian),679,False,False
fula senegal,,261,fus,fuc,{},15.0,-14.0,Africa,,Fula (Senegal),697,False,False
fulfulde adamawa,,261,fua,fub,{},9.16666666667,13.5,Africa,,Fulfulde (Adamawa),692,False,False
fulfulde maasina,,261,fum,ffm,{},15.0,-5.0,Africa,,Fulfulde (Maasina),695,False,False
fulfulde nigerian,,261,fni,fuv,{},10.25,11.25,Africa,,Fulfulde (Nigerian),680,False,False
ful liptako,,261,fli,fuh,{},13.5,0.5,Africa,,Ful (Liptako),678,False,False
fulnio,,264,ful,fun,{},-8.0,-37.5,South America,,Fulniô,694,False,False
fur,,265,fur,fvr,{},13.5,25.0,Africa,,Fur,696,False,True
futunaaniwa,,25,fut,fut,{},-19.5333333333,170.216666667,Papunesia,,Futuna-Aniwa,698,False,False
futuna east,,25,fue,fud,{},-14.3333333333,-178.166666667,Papunesia,,Futuna (East),693,False,False
fuzhou,,204,fuz,cdo,{},26.0,119.5,Eurasia,,Fuzhou,699,False,False
fyem,,135,fye,pym,{},9.58333333333,9.33333333333,Africa,,Fyem,700,False,False
ga,,5,ga,gaa,{},5.66666666667,-0.166666666667,Africa,,Gã,701,False,False
gaagudju,,266,gaa,gbu,{},-12.5833333333,132.833333333,Australia,,Gaagudju,702,False,False
gaalpu,,117,glp,dhg,{},-12.6666666667,136.75,Australia,,Gaalpu,753,False,False
gaanda,,109,gnd,gqa,{},10.3333333333,12.5833333333,Africa,,Ga'anda,762,False,False
gadaba kondekor,,271,gdk,gdb,{},18.75,83.5,Eurasia,,Gadaba (Kondekor),726,False,False
gade,,244,gad,ged,{},8.66666666667,7.41666666667,Africa,,Gade,703,False,False
gadsup,,28,gds,gaj,{},-6.25,146.0,Papunesia,,Gadsup,729,False,False
gaelic scots,,162,gae,gla,{},57.0,-4.0,Eurasia,,Gaelic (Scots),704,False,False
gagauz,,83,gag,gag,{},46.3333333333,28.6666666667,Eurasia,,Gagauz,705,False,False
gahuku,,28,gah,gah,{},-6.0,145.416666667,Papunesia,,Gahuku,706,False,False
galela,,277,gll,gbi,{},2.41666666667,128.333333333,Papunesia,,Galela,751,False,False
galician,,85,glc,glg,{},43.0,-8.0,Eurasia,,Galician,750,False,False
galo,,76,gal,adi,{},28.1666666667,94.6666666667,Eurasia,,Galo,707,False,False
gamilaraay,,113,gml,kld,{},-29.8333333333,149.5,Australia,,Gamilaraay,756,False,False
gamo,,267,gam,gmv,{},6.66666666667,37.25,Africa,,Gamo,708,False,False
gapapaiwa,,25,gap,pwg,{},-9.75,149.833333333,Papunesia,,Gapapaiwa,710,False,False
garifuna,,78,grf,cab,{},15.6666666667,-88.0,North America,,Garífuna,780,False,False
garo,,155,gar,grt,{},25.6666666667,90.5,Eurasia,,Garo,711,False,True
garrwa,,284,grr,wrk,{},-17.0833333333,137.166666667,Australia,,Garrwa,788,False,False
garus,,57,grs,gyb,{},-4.95,145.666666667,Papunesia,,Garus,789,False,False
gaviao,,268,gav,gvo,{},-10.6666666667,-62.0,South America,,Gavião,713,False,False
gayo,,53,gay,gay,{},4.5,97.5,Papunesia,,Gayo,714,False,False
gbaya northwest,,269,gbk,gya,{},6.0,15.0,Africa,,Gbaya (Northwest),719,False,False
gbaya southwest,,269,gbs,gso,{},4.7,14.96,Africa,,Gbaya (Southwest),721,False,False
gbeya bossangoa,,269,gbb,gbp,{},6.66666666667,17.5,Africa,,Gbeya Bossangoa,716,False,False
gela,,25,gel,nlg,{},-9.08333333333,160.25,Papunesia,,Gela,730,False,False
gelao,,276,gla,gqu,{},22.9166666667,105.5,Eurasia,,Gelao,749,False,False
georgian,,272,geo,kat,{},42.0,44.0,Eurasia,,Georgian,731,True,True
german,,27,ger,deu,{},52.0,10.0,Eurasia,,German,732,True,True
german appenzell,,27,gpz,gsw,{},47.3333333333,9.33333333333,Eurasia,,German (Appenzell),777,False,False
german bavarian,,27,gba,bar,{},49.0,11.5,Eurasia,,German (Bavarian),715,False,False
german berlin,,27,gbl,deu,{},52.5,13.3333333333,Eurasia,,German (Berlin),720,False,False
german bern,,27,gbe,gsw,{},47.0,7.41666666667,Eurasia,,German (Bern),718,False,False
german hannover,,27,gha,deu,{},52.4166666667,9.66666666667,Eurasia,,German (Hannover),736,False,False
german mansfeldisch,,27,gma,deu,{},51.5833333333,11.5,Eurasia,,German (Mansfeldisch),754,False,False
german ostschweiz,,27,gos,gsw,{},47.4166666667,9.25,Eurasia,,German (Ostschweiz),776,False,False
german ripuarian,,27,grp,ksh,{},51.0,7.0,Eurasia,,German (Ripuarian),787,False,False
german thurgau,,27,gtg,gsw,{},47.5833333333,9.16666666667,Eurasia,,German (Thurgau),794,False,False
german thuringian,,27,gth,deu,{},51.0,11.0,Eurasia,,German (Thuringian),795,False,False
german timisoara,,27,gti,deu,{},45.75,21.25,Eurasia,,German (Timisoara),796,False,False
german upper austrian,,27,gau,bar,{},47.0,14.0,Eurasia,,German (Upper Austrian),712,False,False
german viennese,,27,gvi,bar,{},48.1666666667,16.3333333333,Eurasia,,German (Viennese),813,False,False
german westphalian,,27,gwe,wep,{},52.0,7.5,Eurasia,,German (Westphalian),815,False,False
german zurich,,27,gzu,gsw,{},47.4166666667,8.5,Eurasia,,German (Zurich),819,False,False
ghotuo,,149,gho,aaa,{},7.08333333333,5.75,Africa,,Ghotuo,738,False,False
ghulfan,,408,nbh,ghl,{},12.0,31.0,Africa,,Ghulfan,1671,False,False
gidabal,,113,gid,bdy,{},-28.4166666667,152.416666667,Australia,,Gidabal,740,False,False
gidar,,109,gdr,gid,{},10.0,14.0,Africa,,Gidar,728,False,False
gilaki,,138,gil,glk,{},37.3333333333,50.0,Eurasia,,Gilaki,741,False,False
gimira,,267,gim,bcq,{},7.0,35.75,Africa,,Gimira,742,False,False
gitksan,,274,git,git,{},55.3333333333,-127.75,North America,,Gitksan,744,False,False
giziga,,109,giz,"gis, giz",{},10.3333333333,14.1666666667,Africa,,Giziga,745,False,False
goajiro,,78,goa,guc,{},12.0,-72.0,South America,,Goajiro,766,False,False
godie,,41,gdi,god,{},5.41666666667,-5.83333333333,Africa,,Godié,725,False,False
godoberi,,74,god,gdo,{},42.6666666667,46.0833333333,Eurasia,,Godoberi,767,False,False
goemai,,67,goe,ank,{},8.66666666667,9.75,Africa,,Goemai,768,False,False
gogodala,,281,gog,ggw,{},-8.08333333333,142.833333333,Papunesia,,Gogodala,769,False,False
gojri,,84,goj,gju,{},32.75,76.25,Eurasia,,Gojri,770,False,False
gokana,,29,gok,gkn,{},4.58333333333,7.33333333333,Africa,,Gokana,771,False,False
gola,,128,gol,gol,{},7.25,-10.8333333333,Africa,,Gola,772,False,False
golin,,221,gln,gvf,{},-6.33333333333,144.75,Papunesia,,Golin,752,False,False
gondi,,282,gon,"ggo, gno",{},19.0,81.0,Eurasia,,Gondi,773,False,False
gooniyandi,,147,goo,gni,{},-18.3333333333,126.333333333,Australia,,Gooniyandi,774,True,True
gorontalo,,30,grt,gor,{},0.5,122.0,Papunesia,,Gorontalo,790,False,False
gorowa,,36,gor,gow,{},-4.5,36.5,Africa,,Gorowa,775,False,False
great andamanese,,43,gan,apq,{},12.0,92.6666666667,Eurasia,,Great Andamanese,709,False,False
grebo,,41,grb,grj,{},5.0,-8.0,Africa,,Grebo,778,True,True
greek cypriot,,270,gcy,ell,{},34.75,33.0,Eurasia,,Greek (Cypriot),722,False,False
greek modern,,270,grk,ell,{},39.0,22.0,Eurasia,,Greek (Modern),783,True,True
greek sign language,,23,gsl,gss,{},38.5,22.0,Eurasia,,Greek Sign Language,792,False,False
greenlandic east,,91,gre,kal,{},65.0,-40.0,Eurasia,,Greenlandic (East),779,False,False
greenlandic south,,91,gso,kal,{},60.0,-44.0,Eurasia,,Greenlandic (South),793,False,False
greenlandic west,,91,grw,kal,{},64.0,-51.0,Eurasia,,Greenlandic (West),791,True,True
guadeloupe creole,,34,gdl,gcf,{},16.25,-61.5,North America,,Guadeloupe Creole,727,False,False
guahibo,,219,ghb,guh,{},5.0,-69.0,South America,,Guahibo,737,False,False
guajajara,,16,gjj,gub,{},-5.0,-46.0,South America,,Guajajara,747,False,False
guambiano,,96,gmb,gum,{},2.5,-76.6666666667,South America,,Guambiano,755,False,False
guana,,279,gna,gva,{},-22.0,-58.0,South America,,Guana,760,False,False
guanano,,150,gno,gvc,{},0.833333333333,-69.5,South America,,Guanano,764,False,False
guaque,,45,guq,cbd,{},1.0,-72.0833333333,South America,,Guaque,808,False,False
guarani,,16,gua,gug,{},-26.0,-56.0,South America,,Guaraní,798,True,True
guarijio,,283,grj,var,{},27.75,-108.666666667,North America,,Guarijío,782,False,False
guato,,285,gto,gta,{},-17.0,-58.0,South America,,Guató,797,False,False
guayabero,,219,gyb,guo,{},2.83333333333,-72.0,South America,,Guayabero,817,False,False
gude,,109,gud,gde,{},10.4166666667,13.4166666667,Africa,,Gude,799,False,False
guduf,,109,gdf,gdf,{},11.2333333333,13.8,Africa,,Guduf,724,False,False
guere,,41,gue,"gxx, wec",{},6.66666666667,-7.75,Africa,,Guere,800,False,False
gugada,,117,gug,ktd,{},-30.0,134.0,Australia,,Gugada,802,False,False
gugadj,,35,ggd,ggd,{},-18.5,140.5,Australia,,Gugadj,734,False,False
guhusamane,,132,guh,ghs,{},-8.0,147.333333333,Papunesia,,Guhu-Samane,803,False,False
guianese french creole,,34,gfr,gcr,{},5.0,-53.0,South America,,Guianese French Creole,733,False,False
guinea bissau crioulo,,34,gbc,pov,{},12.0,-15.0,Africa,,Guinea Bissau Crioulo,717,False,False
gujarati,,84,guj,guj,{},23.0,72.0,Eurasia,,Gujarati,804,False,False
gula in central african republic,,103,gul,glu,{},9.5,22.5,Africa,,Gula (in Central African Republic),805,False,False
gula iro,,273,gir,glj,{},10.25,19.4166666667,Africa,,Gula Iro,743,False,False
gumatj,,117,gmt,gnn,{},-12.5,135.5,Australia,,Gumatj,757,False,False
gumawana,,25,gmw,gvs,{},-9.25,150.833333333,Papunesia,,Gumawana,758,False,False
gumbaynggir,,113,gum,kgs,{},-30.1666666667,152.5,Australia,,Gumbaynggir,806,False,False
gumuz,,278,gmz,guk,{},12.5,35.8333333333,Africa,,Gumuz,759,False,False
gunbalang,,112,gnb,wlg,{},-12.0,134.0,Australia,,Gunbalang,761,False,False
gungbe,,5,guw,guw,{},6.5,2.5,Africa,,Gungbe,812,False,False
gunin,,280,gnn,gww,{},-14.25,126.666666667,Australia,,Gunin,763,False,False
gunu,,31,gun,yas,{},4.58333333333,11.25,Africa,,Gunu,807,False,False
gununa kune,,275,gku,pue,{},-41.0,-67.0,South America,,Gününa Küne,748,False,False
gunya,,35,gny,gyy,{},-26.5,146.5,Australia,,Gunya,765,False,False
gupapuyngu,,117,guf,guf,{},-12.0,136.0,Australia,,Gupapuyngu,801,False,False
gureng gureng,,113,ggu,gnr,{},-25.25,151.0,Australia,,Gureng Gureng,735,False,False
gurenne,,144,grn,gur,{},10.8333333333,-0.916666666667,Africa,,Gurenne,785,False,False
gurindji,,117,gji,gue,{},-17.6666666667,130.666666667,Australia,,Gurindji,746,False,False
gurma,,144,grm,gux,{},12.25,1.0,Africa,,Gurma,784,False,False
guro,,136,gro,goa,{},7.0,-6.0,Africa,,Guro,786,False,False
gurrgoni,,170,grg,gge,{},-12.25,134.416666667,Australia,,Gurr-goni,781,False,False
gurung,,56,gur,"ggn, gvr",{},28.3333333333,84.3333333333,Eurasia,,Gurung,809,False,False
gusii,,31,gus,guz,{},-0.75,34.8333333333,Africa,,Gusii,810,False,False
gutob,,129,gdb,gbj,{},19.0,83.6666666667,Eurasia,,Gutob,723,False,False
guugu yimidhirr,,35,guu,kky,{},-15.0,144.833333333,Australia,,Guugu Yimidhirr,811,False,False
gwari,,244,gwa,gbr,{},9.5,7.0,Africa,,Gwari,814,False,False
gworok,,135,gwo,kcg,{},9.91666666667,8.16666666667,Africa,,Gworok,816,False,False
gyarong cogtse,,286,gyc,jya,{},31.5,102.0,Eurasia,,Gyarong (Cogtse),818,False,False
hadza,,287,had,hts,{},-3.75,35.1666666667,Africa,,Hadza,820,False,False
haida,,288,hai,"hax, hdn",{},53.0,-132.0,North America,,Haida,821,False,True
haida northern,,288,hno,hdn,{},54.0,-132.5,North America,,Haida (Northern),863,False,False
haisla,,291,hsl,has,{},54.0,-128.75,North America,,Haisla,873,False,False
haitian creole,,34,hcr,hat,{},19.0,-72.5,North America,,Haitian Creole,833,False,False
hakka,,204,hak,hak,{},25.0,116.0,Eurasia,,Hakka,822,False,False
halang,,157,hln,hal,{},14.5,107.5,Eurasia,,Halang,849,False,False
halbi,,84,hlb,hlb,{},21.0,81.0,Eurasia,,Halbi,847,False,False
halia,,25,hal,hla,{},-5.25,154.666666667,Papunesia,,Halia,823,False,False
halkomelem island,,197,hli,hur,{},49.2,-123.0,North America,,Halkomelem (Island),848,False,False
halkomelem upriver,,197,hlu,hur,{},49.25,-121.916666667,North America,,Halkomelem (Upriver),851,False,False
hamer,,2,hmr,amf,{},5.0,36.5,Africa,,Hamer,857,False,False
hamtai,,73,ham,hmt,{},-7.5,146.25,Papunesia,,Hamtai,824,False,True
hanga hundi,,54,hhu,wos,{},-3.83333333333,142.916666667,Papunesia,,Hanga Hundi,840,False,False
hani,,20,han,hni,{},23.0,103.0,Eurasia,,Hani,825,False,False
hanunoo,,30,hnn,hnn,{},12.3333333333,121.25,Papunesia,,Hanunóo,862,False,False
harari,,4,hrr,har,{},9.25,42.1666666667,Africa,,Harari,871,False,False
harsusi,,4,hrs,hss,{},20.0,56.5,Eurasia,,Harsusi,872,False,False
haruai,,289,har,tmd,{},-5.08333333333,144.166666667,Papunesia,,Haruai,826,False,False
hatam,,290,hat,had,{},-1.0,134.0,Papunesia,,Hatam,827,False,False
hausa,,67,hau,hau,{},12.0,7.0,Africa,,Hausa,828,True,True
havasupai,,183,hav,yuf,{},35.75,-112.5,North America,,Havasupai,829,False,False
hawaiian,,25,haw,haw,{},19.5833333333,-155.5,Papunesia,,Hawaiian,830,False,False
hawaiian creole,,34,hwc,hwc,{},21.5,-158.0,North America,,Hawaiian Creole,882,False,False
hawrami,,138,hwr,hac,{},35.75,45.5,Eurasia,,Hawrami,883,False,False
haya,,31,hya,hay,{},-2.0,31.5,Africa,,Haya,884,False,False
hayu,,88,hay,vay,{},27.25,86.0,Eurasia,,Hayu,831,False,False
hdi,,109,hdi,xed,{},11.8666666667,13.7166666667,Africa,,Hdi,834,False,False
hebrew modern,,4,heb,heb,{},31.5,34.8333333333,Eurasia,,Hebrew (Modern),835,True,True
hebrew modern ashkenazic,,4,hba,heb,{},31.75,35.1666666667,Eurasia,,Hebrew (Modern Ashkenazic),832,False,False
hehe,,31,heh,heh,{},-8.0,36.0,Africa,,Hehe,836,False,False
heiltsuk,,291,hei,hei,{},52.0,-127.5,North America,,Heiltsuk,837,False,False
hemba,,31,hem,hem,{},-6.25,27.1666666667,Africa,,Hemba,838,False,False
herero,,31,her,her,{},-20.5833333333,19.0,Africa,,Herero,839,False,False
hianacoto,,45,hia,cbd,{},0.833333333333,-71.0,South America,,Hianacoto,841,False,False
hidatsa,,142,hid,hid,{},47.0,-102.5,North America,,Hidatsa,842,False,False
hiligaynon,,30,hil,hil,{},10.25,123.0,Papunesia,,Hiligaynon,843,False,False
hindi,,84,hin,hin,{},25.0,77.0,Eurasia,,Hindi,844,True,True
hinuq,,74,hnk,gin,{},42.1666666667,46.0,Eurasia,,Hinuq,861,False,False
hixkaryana,,45,hix,hix,{},-1.0,-59.0,South America,,Hixkaryana,845,True,True
hlai baoding,,389,lic,lic,{},19.0,109.5,Eurasia,,Hlai (Baoding),1311,False,False
hmar,,33,hma,hmr,{},24.1666666667,93.0,Eurasia,,Hmar,852,False,False
hmong daw,,292,hmd,mww,{},26.0,105.0,Eurasia,,Hmong Daw,854,False,False
hmong njua,,292,hmo,"cqd, hnj",{},28.0,105.0,Eurasia,,Hmong Njua,856,True,True
ho,,129,ho,hoc,{},22.0,86.0,Eurasia,,Ho,864,False,False
hoan,,295,huc,huc,{},-25.5,25.0,Africa,,=|Hoan,876,False,False
hoava,,25,hoa,hoa,{},-8.08333333333,157.5,Papunesia,,Hoava,865,False,False
holoholo,,31,hol,hoo,{},-5.16666666667,29.9166666667,Africa,,Holoholo,867,False,False
hong kong sign language,,23,hks,,{},22.5,114.0,Eurasia,,Hong Kong Sign Language,846,False,False
hopi,,294,hop,hop,{},36.0,-110.0,North America,,Hopi,868,False,False
hre,,157,hre,hre,{},14.6666666667,108.666666667,Eurasia,,Hre,870,False,False
hua,,28,hua,ygr,{},-6.33333333333,145.333333333,Papunesia,,Hua,875,False,False
hualapai,,183,hlp,yuf,{},35.5,-113.75,North America,,Hualapai,850,False,False
huambisa,,22,hmb,hub,{},-4.0,-78.0,South America,,Huambisa,853,False,False
huastec,,17,htc,hus,{},22.0833333333,-99.3333333333,North America,,Huastec,874,False,False
huave san mateo del mar,,297,hve,huv,{},16.2166666667,-95.0,North America,,Huave (San Mateo del Mar),881,False,False
huichol,,211,hui,hch,{},22.0,-104.0,North America,,Huichol,877,False,False
huitoto minica,,293,hmi,hto,{},-0.333333333333,-74.0,South America,,Huitoto (Minica),855,False,True
huitoto muinane,,293,hmu,hux,{},-2.41666666667,-71.0,South America,,Huitoto (Muinane),858,False,False
huitoto murui,,293,hum,huu,{},-1.0,-73.5,South America,,Huitoto (Murui),878,False,False
hunde,,31,hnd,hke,{},-1.16666666667,28.8333333333,Africa,,Hunde,860,False,False
hungarian,,296,hun,hun,{},47.0,20.0,Eurasia,,Hungarian,879,False,True
hunzib,,74,hzb,huz,{},42.1666666667,46.25,Eurasia,,Hunzib,886,False,True
hup,,227,hpd,jup,{},0.166666666667,-69.25,South America,,Hup,869,False,False
hupa,,37,hup,hup,{},41.0833333333,-123.666666667,North America,,Hupa,880,False,False
hyow,,33,hyo,csh,{},22.0833333333,92.4166666667,Eurasia,,Hyow,885,False,False
iaai,,25,iaa,iai,{},-20.4166666667,166.583333333,Papunesia,,Iaai,887,False,False
iatmul,,54,iat,ian,{},-4.25,143.25,Papunesia,,Iatmul,888,False,False
iau,,238,iau,tmu,{},-3.16666666667,137.5,Papunesia,,Iau,889,False,False
iban,,14,iba,iba,{},2.0,112.0,Papunesia,,Iban,890,False,False
ibanag,,139,ibn,ibg,{},17.5,121.666666667,Papunesia,,Ibanag,892,False,False
ibibio,,29,ibi,ibb,{},5.25,7.83333333333,Africa,,Ibibio,891,False,False
icelandic,,27,ice,isl,{},65.0,-17.0,Eurasia,,Icelandic,893,False,False
icelandic sign language,,23,ics,icl,{},65.0,-18.0,Eurasia,,Icelandic Sign Language,894,False,False
idoma,,298,ido,idu,{},6.91666666667,7.5,Africa,,Idoma,896,False,False
idu,,233,idu,clk,{},29.3333333333,95.8333333333,Eurasia,,Idu,897,False,False
iduna,,25,idn,viv,{},-9.33333333333,150.25,Papunesia,,Iduna,895,False,False
ifiramele,,25,mxe,mxe,{},-17.75,168.25,Papunesia,,Ifira-Mele,1624,False,False
ifugao batad,,139,ifu,ifb,{},16.8333333333,121.083333333,Papunesia,,Ifugao (Batad),900,False,False
ifumu,,31,ifm,ifm,{},-3.66666666667,15.3333333333,Africa,,Ifumu,899,False,False
igbo,,300,igb,ibo,{},6.0,7.33333333333,Africa,,Igbo,902,False,True
igede,,298,ige,ige,{},7.0,8.16666666667,Africa,,Igede,903,False,False
ignaciano,,111,ign,ign,{},-15.1666666667,-65.4166666667,South America,,Ignaciano,904,False,False
iha,,118,iha,ihp,{},-2.91666666667,132.25,Papunesia,,Iha,906,False,False
ijo kolokuma,,231,ijo,ijc,{},4.91666666667,5.66666666667,Africa,,Ijo (Kolokuma),908,False,False
ik,,302,ik,ikx,{},3.75,34.1666666667,Africa,,Ik,909,False,False
ika,,208,ika,arh,{},10.6666666667,-73.75,South America,,Ika,910,False,True
ila,,31,ila,ilb,{},-15.5833333333,26.5,Africa,,Ila,911,False,False
illinois,,13,ill,mia,{},40.0,-90.0,North America,,Illinois,912,False,False
ilocano,,139,ilo,ilo,{},16.0,121.0,Papunesia,,Ilocano,913,False,False
imonda,,61,imo,imn,{},-3.33333333333,141.166666667,Papunesia,,Imonda,914,True,True
inanwatan,,303,ina,szp,{},-2.08333333333,132.083333333,Papunesia,,Inanwatan,915,False,False
indonesian,,14,ind,ind,{},0.0,106.0,Papunesia,,Indonesian,916,True,True
indonesian jakarta,,14,inj,ind,{},-6.16666666667,106.75,Papunesia,,Indonesian (Jakarta),918,False,False
indonesian papuan,,14,iir,pmy,{},-2.5,140.666666667,Papunesia,,Indonesian (Papuan),907,False,False
indopakistani sign language indian dialects,,23,ipi,ins,{},24.0,80.0,Eurasia,,Indo-Pakistani Sign Language (Indian dialects),923,False,False
indopakistani sign language karachi dialect,,23,ipk,pks,{},28.0,68.0,Eurasia,,Indo-Pakistani Sign Language (Karachi dialect),924,False,False
inga,,299,iga,inb,{},1.0,-77.0,South America,,Inga,901,False,False
ingessana,,301,igs,tbi,{},11.5,34.0,Africa,,Ingessana,905,False,False
