,glcode,name,iso,level,macroarea,lat,lon,from,family,country
348,ajuh1237,Ajuh,,dialect,Papunesia,,,glot,Austronesian,
349,ajum1239,Ajumba,,dialect,Africa,,,glot,Atlantic-Congo,
350,mbuu1238,Ajumbu,muc,language,Africa,6.53792,10.2556,glot,Atlantic-Congo,CM
351,ajyi1238,Ajyíninka Apurucayali,cpc,language,South America,-9.82364,-74.61947,glot,araw1281,PE
352,akkk1240,Ak,akq,language,Papunesia,-3.57026,141.784,glot,sepi1257,PG
353,akaa1242,Aka,soh,language,Africa,11.2101,33.6524,glot,east2386,SD
354,akal1238,Aka Lel,,dialect,Eurasia,,,glot,Sino-Tibetan,
355,akak1254,Aka-Kelo-Molo,,family,,,,glot,east2386,
356,akab1250,Akabafa,,dialect,Papunesia,,,glot,koia1260,
357,akab1249,Akabea,abj,language,Eurasia,12.3782,92.7818,glot,grea1241,IN
358,akab1248,Akabo,akm,language,Eurasia,12.3629,92.8011,glot,grea1241,IN
359,akac1240,Akacari,aci,language,Eurasia,13.49086,92.94855,glot,grea1241,IN
360,akaj1239,Akajeru,akj,language,Eurasia,13.1525,92.9504,glot,grea1241,IN
361,akak1252,Akakede,akx,language,Eurasia,12.8494,92.8227,glot,grea1241,IN
362,akak1253,Akakol,aky,language,Eurasia,12.73253,92.78661,glot,grea1241,IN
363,akak1251,Akakora,ack,language,Eurasia,12.0944,92.7466,glot,grea1241,IN
364,akam1238,Akamkpa-Ejagham,,dialect,Africa,,,glot,Atlantic-Congo,
365,akan1250,Akan,aka,language,Africa,6.34756,-1.33254,glot,Atlantic-Congo,GH TG
366,akan1248,Akani,,dialect,Eurasia,,,glot,tung1282,
367,akan1251,Akanic,,family,,,,glot,Atlantic-Congo,
368,akar1243,Akarbale,acl,language,Eurasia,12.6663,92.8278,glot,grea1241,IN
369,akar1244,Akarre,,dialect,Australia,,,glot,Pama-Nyungan,
370,akas1242,Akaselem,aks,language,Africa,8.8858,1.37035,glot,Atlantic-Congo,TG
371,akas1241,Akassa,,dialect,Africa,,,glot,ijoi1239,
372,west2635,Akateko,knj,language,North America,15.5932,-91.8421,glot,maya1287,GT MX
373,akaw1241,Akawaio,,dialect,South America,,,glot,cari1283,
374,akaw1239,Akawaio-Ingariko,ake,language,South America,6.16277,-60.862,glot,cari1283,BR GY VE
375,akee1238,Ake,aik,language,Africa,8.59543,8.75768,glot,Atlantic-Congo,NG
376,akeb1238,Akebu,keu,language,Africa,7.78365,0.77668,glot,Atlantic-Congo,TG
377,akei1237,Akei,tsr,language,Papunesia,-15.6377,166.767,glot,Austronesian,VU
378,akel1234,Akeleic,,family,,,,glot,Atlantic-Congo,
379,akel1235,Akelel,,dialect,Africa,,,glot,Atlantic-Congo,
380,aker1238,Akerre,,dialect,Australia,,,glot,Pama-Nyungan,
381,akeu1235,Akeu,aeu,language,Eurasia,22.1959,101.0823,glot,Sino-Tibetan,CN LA MM TH
382,akha1245,Akha,ahk,language,Eurasia,21.2309,100.964,glot,Sino-Tibetan,CN LA MM TH VN
383,akha1246,Akhaic,,family,,,,glot,Sino-Tibetan,
384,akhm1237,Akhmimic,,dialect,Africa,,,glot,Afro-Asiatic,
385,akho1238,Akhoe,,dialect,Africa,,,glot,Khoe–Kwadi,
386,akht1238,Akhty,,dialect,Eurasia,,,glot,nakh1245,
387,akhv1239,Akhvakh,akv,language,Eurasia,42.4003,46.3037,glot,nakh1245,RU
388,akii1238,Aki,,dialect,Papunesia,,,glot,Nuclear Trans New Guinea,
389,akib1234,Akiblik,,dialect,Papunesia,,,glot,anem1249,
390,mosi1247,Akie,mwy,language,Africa,-5.43471,37.1869,glot,nilo1247,TZ
391,akim1239,Akimel O'odham,,dialect,North America,,,glot,Uto-Aztecan,
392,akit1239,Akit,,dialect,Papunesia,,,glot,Austronesian,
393,akit1240,Akita,,dialect,Eurasia,,,glot,Japonic,
394,akka1240,Akkadian,akk,language,Eurasia,33.1,44.1,glot,Afro-Asiatic,IQ
395,akka1237,Akkala Saami,sia,language,Eurasia,67.8625,32.4046,glot,Uralic,RU
396,akla1240,Aklanon,akl,language,Papunesia,11.55432,122.35413,glot,Austronesian,PH
397,aknn1239,Akn,,dialect,Eurasia,,,glot,Indo-European,
398,akoo1247,Ako,,dialect,Eurasia,,,glot,Sino-Tibetan,
399,akoo1249,Ako (Atlantic-Congo),,dialect,Africa,,,glot,Atlantic-Congo,
400,akoo1250,Ako (Indonesia),,dialect,Papunesia,,,glot,Austronesian,
401,akol1237,Akolet,akt,language,Papunesia,-6.22711,150.182,glot,Austronesian,PG
402,akon1238,Akono,,dialect,Africa,,,glot,Atlantic-Congo,
403,akoo1248,Akoose,bss,language,Africa,4.9243,9.65522,glot,Atlantic-Congo,CM
404,akoy1238,Akoye,miw,language,Papunesia,-7.66067,145.669,glot,anga1289,PG
405,akpa1238,Akpa,akf,language,Africa,7.32586,8.01629,glot,Atlantic-Congo,NG
406,akpa1243,Akpafu,,dialect,Africa,,,glot,Atlantic-Congo,
407,akpe1247,Akpe,,dialect,Africa,,,glot,Atlantic-Congo,
408,akpe1248,Akpes,ibe,language,Africa,7.50256,5.95559,glot,Atlantic-Congo,NG
409,akpe1249,Akpes-Edoid,,family,,,,glot,Atlantic-Congo,
410,akpo1242,Akpo-Mgbu-Tolu,,dialect,Africa,,,glot,Atlantic-Congo,
411,akpo1243,Akpondu,,language,Africa,9.235232,8.545454,glot,Atlantic-Congo,NG
412,akre1239,Akre,,dialect,Eurasia,,,glot,Indo-European,
413,akua1239,Akuapem,,dialect,Africa,,,glot,Atlantic-Congo,
414,akuk1235,Akuku,ayk,language,Africa,7.40354,6.34264,glot,Atlantic-Congo,NG
415,akum1238,Akum,aku,language,Africa,6.85716,9.96261,glot,Atlantic-Congo,CM NG
416,akum1239,Akum-Beezen,,family,,,,glot,Atlantic-Congo,
417,akun1239,Akunnu,,dialect,Africa,,,glot,Atlantic-Congo,
418,akun1241,Akuntsu,aqz,language,South America,-12.8322,-60.9716,glot,Tupian,BR
419,akur1238,Akurio,ako,language,South America,3.19607,-55.6294,glot,cari1283,SR
420,akus1238,Akusha,,dialect,Eurasia,,,glot,nakh1245,
421,akwa1248,Akwa,akw,language,Africa,-0.39897,15.4623,glot,Atlantic-Congo,CG
422,akwa1247,Akwa (Nigeria),,dialect,Africa,,,glot,Atlantic-Congo,
423,akwa1249,Akwanga,,dialect,Africa,,,glot,Atlantic-Congo,
424,etul1244,Akweya,,family,,,,glot,Atlantic-Congo,
425,nort2905,Akwun,,dialect,Papunesia,,,glot,nucl1708,
426,akye1239,Akyem Bosome,,dialect,Africa,,,glot,Atlantic-Congo,
427,alha1241,Al-Hasaa,,dialect,Eurasia,,,glot,Afro-Asiatic,
428,alha1242,Al-Hasâ,,dialect,Eurasia,,,glot,Afro-Asiatic,
429,alsa1242,Al-Sayyid Bedouin Sign Language,syy,language,Eurasia,31.284444,34.916111,glot,,
430,alab1254,Alaba-K'abeena,alw,language,Africa,7.39014,38.1732,glot,Afro-Asiatic,ET
431,alab1237,Alabama,akz,language,North America,30.76738,-94.62848,glot,musk1252,US
432,alab1247,Alabaman-Koasati,,family,,,,glot,musk1252,
433,alab1246,Alabat Island Agta,dul,language,Papunesia,14.1217,122.014,glot,Austronesian,PH
434,alab1255,Alabat-Manide Agta,,family,,,,glot,Austronesian,
435,alab1256,Alabugat Tatar,,dialect,Eurasia,43.59,46.66,glot,Turkic,
436,alac1239,Alacalufe-Austral,,language,South America,-54.788017,-70.140381,glot,kawe1237,CL
437,alac1240,Alacalufe-Central,,language,South America,-53.435719,-71.04126,glot,kawe1237,AR
438,alac1244,Alacatlatzala Mixtec,mim,language,North America,17.25,-98.58,glot,otom1299,MX
439,alad1239,Alada,,dialect,Africa,,,glot,Atlantic-Congo,
440,alag1243,Alag-Bako,,dialect,Papunesia,,,glot,Austronesian,
441,alag1242,Alago,ala,language,Africa,8.34986,8.52085,glot,Atlantic-Congo,NG
442,alag1249,Alaguilac,,language,North America,,,glot,,
443,alag1248,Alagwa,wbj,language,Africa,-4.64148,35.7231,glot,Afro-Asiatic,TZ
444,alak1253,Alak,alk,language,Eurasia,15.5565,106.597,glot,Austroasiatic,LA
445,alak1254,Alakaman,,dialect,Papunesia,,,glot,timo1261,
446,alak1252,Alakong,,dialect,Eurasia,,,glot,Austroasiatic,
447,alam1246,Alamblak,amp,language,Papunesia,-4.66307,143.316,glot,sepi1257,PG
448,goza1238,Alamuti,goz,language,Eurasia,36.4133,50.6987,glot,Indo-European,IR
449,alan1249,Alangan,alj,language,Papunesia,13.0982,121.022,glot,Austronesian,PH
450,alan1250,Alango,,dialect,Papunesia,,,glot,Nuclear Trans New Guinea,
451,alan1248,Alangua,,dialect,Africa,,,glot,Atlantic-Congo,
452,alap1235,Alapmunte,apv,language,South America,-12.329886,-59.996702,glot,,
453,alar1239,Alar,,dialect,Eurasia,,,glot,Mongolic-Khitan,
454,alas1254,Alas,,dialect,Papunesia,,,glot,Austronesian,
455,alas1253,Alasai,,dialect,Eurasia,,,glot,Indo-European,
456,alas1256,Alasha Oirad,,dialect,Eurasia,,,glot,Mongolic-Khitan,
457,inup1234,Alaskan Inupiaq,ipk,family,,,,glot,eski1264,US
458,alas1257,Alaskan Kutchin,,dialect,North America,,,glot,atha1245,
459,alat1245,Alatening,,dialect,Africa,,,glot,Atlantic-Congo,
460,alat1246,Alatesu,,dialect,South America,,,glot,namb1299,
461,aval1237,Alavan,,dialect,Eurasia,,,glot,basq1248,
462,alaw1244,Alawa,alh,language,Australia,-15.5458,134.282,glot,mang1423,AU
463,alay1234,Alaya-Athima,,family,,,,glot,Pama-Nyungan,
464,alba1267,Albanian,sqi,family,,,,glot,Indo-European,AL
465,alba1271,Albanian Sign Language,sqk,language,Eurasia,41.328889,19.817778,glot,,
466,alba1268,Albanian-Tosk,,family,,,,glot,Indo-European,
467,alba1270,Albany River Ojibwa,,dialect,North America,,,glot,algi1248,
468,alba1272,Albatross Bay,,family,,,,glot,Pama-Nyungan,
469,alca1238,Alcantara Aklanon,,dialect,Papunesia,,,glot,Austronesian,
470,alca1237,Alcantaranon,,dialect,Papunesia,,,glot,Austronesian,
471,alco1235,Alcozauca Mixtec,xta,language,North America,17.3687,-98.3969,glot,otom1299,MX
472,wail1242,Ale,wlr,language,Papunesia,-15.5656,166.902,glot,Austronesian,VU
473,gaww1239,Ale-Gawwada,gwd,language,Africa,5.37869,37.2737,glot,Afro-Asiatic,ET
474,alec1238,Alechuxa,,dialect,Eurasia,,,glot,tung1282,
475,aleg1238,Alege,alf,language,Africa,6.59423,9.00394,glot,Atlantic-Congo,NG
476,alek1238,Alekano,gah,language,Papunesia,-6.03901,145.387,glot,Nuclear Trans New Guinea,PG
477,alem1243,Alemannic,,family,,,,glot,Indo-European,
478,alep1237,Alepa,,dialect,Papunesia,,,glot,Austronesian,
479,alep1241,Aleppo,,dialect,Eurasia,,,glot,Afro-Asiatic,
480,alep1242,Aleppo Kurmanji,,dialect,Eurasia,,,glot,Indo-European,
481,aleu1260,Aleut,ale,language,North America,52.1228,-174.29,glot,eski1264,RU US
482,aleu1261,Aleutic,,family,,,,glot,eski1264,
483,alew1234,Alewai,,dialect,Papunesia,,,glot,Austronesian,
484,nort2970,Alexis-Paul Stoney,,dialect,North America,,,glot,siou1252,
485,alfo1240,Alfold,,dialect,Eurasia,,,glot,Uralic,
486,alge1239,Algerian Arabic,arq,language,Africa,35.4208,3.23033,glot,Afro-Asiatic,DZ MA TN
487,alge1240,Algerian Saharan Arabic,aao,language,Africa,20.8884,4.80626,glot,Afro-Asiatic,DZ EH LY MA NE
488,alge1235,Algerian Sign Language,asp,language,Africa,36.4762,3.5462,glot,,
489,algh1238,Algherese,,dialect,Eurasia,40.56432,8.32867,glot,Indo-European,IT
490,algi1248,Algic,,family,,,,glot,nan,
491,algi1247,Algiers,,dialect,Africa,,,glot,Afro-Asiatic,
492,algo1257,Algonquian,,family,,,,glot,algi1248,
493,algo1256,Algonquian-Blackfoot,,family,,,,glot,algi1248,
494,algo1255,Algonquin,alq,language,North America,47.3876,-77.5258,glot,algi1248,CA
495,alii1240,Ali,aiy,language,Africa,4.60014,18.0352,glot,Atlantic-Congo,CD CF
496,alii1241,Ali (Papua New Guinea),,dialect,Papunesia,,,glot,Austronesian,
497,alit1234,Ali-Tumleo,,family,,,,glot,Austronesian,
498,alia1238,Aliap,,dialect,Africa,,,glot,nilo1247,
499,alif1238,Alifokpa,,dialect,Africa,,,glot,Atlantic-Congo,
500,alig1238,Aligarh,,dialect,Eurasia,,,glot,Indo-European,
501,alil1239,Alile,,dialect,South America,,,glot,araw1281,
502,alin1238,Alingar,,dialect,Eurasia,,,glot,Indo-European,
503,alip1234,Alipur Sign Language,,language,Eurasia,16.843564,77.107525,glot,,
504,aliw1234,Aliwal North,,dialect,Africa,,,glot,Tuu,
505,alla1248,Alladian,ald,language,Africa,5.22371,-4.42647,glot,Atlantic-Congo,CI
506,alla1246,Allagir,,dialect,Eurasia,,,glot,Indo-European,
507,alla1250,Allaikha,,dialect,Eurasia,,,glot,tung1282,
508,alla1249,Allang,,dialect,Papunesia,,,glot,Austronesian,
509,alla1247,Allar,all,language,Eurasia,11.0803,76.6593,glot,Dravidian,IN
510,alle1238,Allentiac,,language,South America,-33.480938,-68.096924,glot,huar1251,AR
511,alng1239,Alngith,aid,language,Australia,-12.5324,141.938,glot,Pama-Nyungan,AU
512,alop1235,Alo Phola,ypo,language,Eurasia,23.59,101.933,glot,Sino-Tibetan,CN
513,aloa1239,Aloa,,dialect,Africa,,,glot,Afro-Asiatic,
514,alor1250,Alor,,family,,,,glot,timo1261,
515,alor1246,Alor (Nilotic),,dialect,Africa,,,glot,nilo1247,
516,alor1249,Alor-Pantar,,family,,,,glot,timo1261,
517,alor1247,Alorese,aol,language,Papunesia,-8.20382,124.264,glot,Austronesian,ID
518,aloa1235,Aloápam Zapotec,zaq,language,North America,17.4137,-96.7438,glot,otom1299,MX
519,alpi1238,Alpine Lombard,,dialect,Eurasia,,,glot,Indo-European,
520,alsa1241,Alsatian,,dialect,Eurasia,,,glot,Indo-European,
521,alse1252,Alsea,,dialect,North America,,,glot,alse1251,
522,alse1251,Alsea-Yaquina,aes,language,North America,44.408,-123.94,glot,nan,US
523,oira1262,Altai Oirat,,dialect,Eurasia,,,glot,Mongolic-Khitan,
524,alta1279,Altai Torguud,,dialect,Eurasia,,,glot,Mongolic-Khitan,
525,alta1280,Altai Uriankhai,,dialect,Eurasia,,,glot,Mongolic-Khitan,
526,alta1277,Altai-Kizi,,dialect,Eurasia,,,glot,Turkic,
527,alto1237,Alto Navarro Meridional,,dialect,Eurasia,,,glot,basq1248,
528,alto1238,Alto Navarro Septentrional,,dialect,Eurasia,,,glot,basq1248,
529,alto1249,Alto Orinoco,,family,,,,glot,araw1281,
530,alts1234,Altsächsisch,,family,,,,glot,Indo-European,
531,aluu1243,Alu,,dialect,Papunesia,,,glot,Austronesian,
532,aluk1238,Alu Kurumba,xua,language,Eurasia,11.3456,76.7995,glot,Dravidian,IN
533,diaa1238,Alu-Sinagen,dia,language,Papunesia,-3.38837,142.248,glot,nucl1708,PG
534,alug1235,Alugu,aub,language,Eurasia,23.0,103.0,glot,Sino-Tibetan,CN
535,aluk1239,Aluku,,dialect,South America,,,glot,Indo-European,
536,alum1248,Alumbis,,dialect,Papunesia,,,glot,Austronesian,
537,alum1249,Alumic,,family,,,,glot,Atlantic-Congo,
538,alum1247,Alumu,,dialect,Africa,,,glot,Atlantic-Congo,
539,alum1251,Alumu-Akpondu,,family,,,,glot,Atlantic-Congo,
540,alum1246,Alumu-Tesu,aab,language,Africa,9.01513,8.55956,glot,Atlantic-Congo,NG
541,alum1250,Alumu-Toro,,family,,,,glot,Atlantic-Congo,
542,alun1238,Alune,alp,language,Papunesia,-3.11477,128.394,glot,Austronesian,ID
543,aluo1235,Aluo,yna,language,Eurasia,26.0,102.0,glot,Sino-Tibetan,CN
544,alur1250,Alur,alz,language,Africa,2.36213,31.0016,glot,nilo1247,CD UG
545,alur1249,Aluru,,dialect,Africa,,,glot,cent2225,
546,alut1245,Alutor,alr,language,Eurasia,60.3844,165.653,glot,chuk1271,RU
547,alut1246,Alutorskij,,dialect,Eurasia,,,glot,chuk1271,
548,aluu1242,Aluu,,dialect,Africa,,,glot,Atlantic-Congo,
549,alvi1242,Alvir,,dialect,Eurasia,,,glot,Indo-European,
550,alvi1241,Alviri-Vidari,avd,language,Eurasia,35.0075,50.3794,glot,Indo-European,IR
551,alya1239,Alyawarr,aly,language,Australia,-21.0427,136.835,glot,Pama-Nyungan,AU
552,alyk1238,Alyk,,dialect,Eurasia,,,glot,nakh1245,
553,amap1240,Ama (Papua New Guinea),amm,language,Papunesia,-4.20192,141.658,glot,left1242,PG
554,amas1236,Ama (Sudan),nyi,language,Africa,12.0993,29.4332,glot,nyim1244,SD
555,amad1244,Amadiya Jewish Neo-Aramaic,,dialect,Eurasia,,,glot,Afro-Asiatic,
556,amad1240,Amadiye Kurdish,,dialect,Eurasia,,,glot,Indo-European,
557,amah1245,Amahai,amq,language,Papunesia,-3.32028,128.939,glot,Austronesian,ID
558,amah1246,Amahuaca,amc,language,South America,-10.2012,-72.3208,glot,pano1259,BR PE
559,amai1246,Amaimon,ali,language,Papunesia,-5.18742,145.368,glot,Nuclear Trans New Guinea,PG
560,amai1247,Amaizuho,,dialect,Papunesia,,,glot,Nuclear Trans New Guinea,
561,amal1242,Amal,aad,language,Papunesia,-4.04517,141.995,glot,sepi1257,PG
562,amal1243,Amalumute,,family,,,,glot,Austronesian,
563,amam1246,Amam,,language,Papunesia,-7.9,146.92,glot,goil1242,PG
564,amam1245,Amami,,family,,,,glot,Japonic,
565,amam1247,Amami O Shima Sign Language,jks,language,Eurasia,28.268372,129.358991,glot,,
566,aman1263,Amana,,dialect,Africa,,,glot,mand1469,
567,aman1265,Amanab,amn,language,Papunesia,-3.51516,141.178,glot,bord1247,PG
568,aman1262,Amanavil,,dialect,Africa,,,glot,Atlantic-Congo,
569,aman1266,Amanayé,ama,language,South America,-3.79772,-48.6613,glot,Tupian,BR
570,aman1261,Amanda-Afi,,dialect,Africa,,,glot,Atlantic-Congo,
571,aman1264,Amanuban-Amanatun,,dialect,Papunesia,,,glot,Austronesian,
572,amap1241,Amapá Creole,amd,language,,,,glot,,
573,amar1272,Amara,aie,language,Papunesia,-5.55778,148.68,glot,Austronesian,PG
574,amar1281,Amara (Beja),,dialect,Africa,,,glot,Afro-Asiatic,
575,amar1274,Amarakaeri,amr,language,South America,-12.4931,-70.5533,glot,hara1260,PE
576,amar1273,Amarasi,aaz,language,Papunesia,-10.21751,123.96373,glot,Austronesian,ID
577,amar1241,Amariba,,dialect,South America,,,glot,araw1281,
578,amar1275,Amaruwa,,dialect,South America,,,glot,guah1252,
579,amat1239,Amatecano,,family,,,,glot,otom1299,
580,amat1238,Amatlán Zapotec,zpo,language,North America,16.2707,-96.4003,glot,otom1299,MX
581,amay1238,Amayo,,dialect,Africa,,,glot,Atlantic-Congo,
582,amba1266,Amba (Solomon Islands),utp,language,Papunesia,-11.2958,166.498,glot,Austronesian,SB
583,amba1263,Amba (Uganda),rwm,language,Africa,0.81206,30.0014,glot,Atlantic-Congo,CD UG
584,amba1270,Ambae,,family,,,,glot,Austronesian,
585,amba1265,Ambai,amk,language,Papunesia,-1.88126,136.526,glot,Austronesian,ID
586,amba1269,Ambakich,aew,language,Papunesia,-4.23181,144.285,glot,kera1258,PG
587,amba1267,Ambala Ayta,abc,language,Papunesia,14.8156,120.283,glot,Austronesian,PH
588,amba1268,Ambasi,,dialect,Papunesia,,,glot,Nuclear Trans New Guinea,
589,amba1264,Ambawang,,dialect,Papunesia,,,glot,Austronesian,
590,ambe1249,Ambel-Biga,,family,,,,glot,Austronesian,
591,ambe1248,Ambelau,amv,language,Papunesia,-3.85919,127.196,glot,Austronesian,ID
592,ambe1247,Ambele,ael,language,Africa,5.94043,9.62028,glot,Atlantic-Congo,CM
593,ambe1246,Ambermo,,language,Papunesia,-1.763355,137.903651,glot,uncl1493,ID
594,ambl1237,Amblong,alm,language,Papunesia,-15.5169,166.95,glot,Austronesian,VU
595,ambo1249,Ambo,amb,language,Africa,7.07637,10.7798,glot,Atlantic-Congo,NG
596,ambo1248,Ambo (Lala-Bisa),,dialect,Africa,,,glot,Atlantic-Congo,
597,ambo1252,Ambo-Pasco Quechua,qva,language,South America,-10.5138,-76.1135,glot,quec1387,PE
598,ambo1247,Ambodi,,dialect,Eurasia,,,glot,Indo-European,
599,ambo1250,Ambonese Malay,abs,language,Papunesia,-3.71342,128.184,glot,Austronesian,ID
600,ambo1254,Ambonic,,family,,,,glot,Austronesian,
601,ambo1253,Ambonic Malay,,family,,,,glot,Austronesian,
602,ambr1239,Ambrak,aag,language,Papunesia,-3.61,142.56,glot,nucl1708,PG
603,ambr1240,Ambrym,,family,,,,glot,Austronesian,
604,ambu1245,Ambual,,dialect,Papunesia,,,glot,Austronesian,
605,ambu1247,Ambulas,abt,language,Papunesia,-3.7801,143.059,glot,nduu1242,PG
606,ambu1246,Ambulas-Hanga-Hundi,,family,,,,glot,nduu1242,
607,ambu1244,Ambumi,,dialect,Papunesia,,,glot,Austronesian,
608,amda1238,Amdang,amj,language,Africa,14.7528,20.8912,glot,fura1235,TD
609,amdo1237,Amdo Tibetan,adx,language,Eurasia,34.5177,100.485,glot,Sino-Tibetan,CN
610,amdo1238,Amdo of Hor,,dialect,Eurasia,,,glot,Sino-Tibetan,
611,amem1235,Ame-Manda,,family,,,,glot,west2434,
612,amel1241,Amele,aey,language,Papunesia,-5.29126,145.687,glot,Nuclear Trans New Guinea,PG
613,amen1242,Amenfi,,dialect,Africa,,,glot,Atlantic-Congo,
614,amen1243,Amengi,,dialect,Africa,,,glot,cent2225,
615,amer1256,Amerax,aex,language,,,,glot,,
616,amer1255,American Indian Pidgin English,,language,North America,,,glot,pidg1258,US
617,amer1259,American Inland South English,,dialect,Eurasia,,,glot,Indo-European,
618,amer1248,American Sign Language,ase,language,North America,33.8117,-81.6121,glot,,
619,amer1260,American Sign Language in the USA,,dialect,North America,,,glot,,
620,amfo1237,Amfoan-Fatule'u-Amabi,,dialect,Papunesia,,,glot,Austronesian,
621,amga1235,Amganad Ifugao,ifa,language,Papunesia,16.9016,121.042,glot,Austronesian,PH
622,amha1245,Amharic,amh,language,Africa,11.708182,39.543456,glot,Afro-Asiatic,DJ ET
623,amha1244,Amharic-Argobba,,family,,,,glot,Afro-Asiatic,
624,amii1238,Ami,amy,language,Australia,-13.5573,130.04,glot,west2434,AU
625,amie1238,Amienois,,dialect,Eurasia,,,glot,Indo-European,
626,amik1238,Amikoana,akn,language,,,,glot,,
627,amis1246,Amis,ami,language,Papunesia,23.0917,121.348,glot,Austronesian,TW
628,amis1245,Amish Pennsylvania German,,dialect,North America,,,glot,Indo-European,
629,hoaa1235,Amkoe,huc,language,Africa,-23.93447,24.69828,glot,Kxa,BW
630,ammo1234,Ammonite,qgg,dialect,Eurasia,,,glot,Afro-Asiatic,JO
631,amoo1242,Amo,amo,language,Africa,10.3229,8.65405,glot,Atlantic-Congo,NG
632,amoi1234,Amoipira,,dialect,South America,,,glot,Tupian,
633,amol1236,Amoltepec Mixtec,mbz,language,North America,16.6521,-97.4518,glot,otom1299,MX
634,amon1240,Amondava-Uru-Eu-Wau-Wau,,family,,,,glot,Tupian,
635,amon1239,Amongme,,dialect,Papunesia,,,glot,dama1272,
636,amor1240,Amorei,,dialect,Eurasia,,,glot,Indo-European,
637,amor1239,Amorite,,language,Eurasia,34.71,40.72,glot,Afro-Asiatic,SY
638,amor1238,Amorua,,dialect,South America,,,glot,guah1252,
639,amot1240,Amota,,dialect,Papunesia,,,glot,manu1261,
640,amot1239,Amotomanco,,language,North America,,,glot,uncl1493,MX
641,amou1238,Amou Oblou,,dialect,Africa,,,glot,Atlantic-Congo,
642,ampa1239,Ampanang,apg,language,Papunesia,-0.79259,116.349,glot,Austronesian,ID
643,ampa1238,Ampari Dogon,aqd,language,Africa,14.15,-3.55,glot,dogo1299,ML
644,ampe1238,Ampezzano,,dialect,Eurasia,,,glot,Indo-European,
645,ampi1237,Ampibabo,,dialect,Papunesia,,,glot,Austronesian,ID
646,ampi1238,Ampiini,,dialect,Africa,,,glot,Atlantic-Congo,
647,mpuu1241,Ampumpwom,,dialect,Africa,,,glot,Atlantic-Congo,
648,amra1237,Amravati,,dialect,Eurasia,,,glot,Dravidian,
649,amri1238,Amri Karbi,ajz,language,Eurasia,26.024,91.482,glot,Sino-Tibetan,IN
650,amru1234,Amrum,,dialect,Eurasia,,,glot,Indo-European,
651,amto1250,Amto,amt,language,Papunesia,-4.12165,141.339,glot,amto1249,PG
652,amto1249,Amto-Musan,,family,,,,glot,nan,
653,amuu1238,Amu,,dialect,Africa,,,glot,Atlantic-Congo,
654,amub1238,Amubre-Katsi,,dialect,North America,,,glot,chib1249,
655,amug1239,Amugen,,dialect,Papunesia,,,glot,Nuclear Trans New Guinea,
656,amun1244,Amun,,dialect,Papunesia,,,glot,Austronesian,
657,amun1246,Amundava,adw,language,South America,-9.04023,-62.3064,glot,Tupian,BR
658,amun1245,Amung,,dialect,Papunesia,,,glot,dama1272,
659,gily1242,Amur Nivkh,niv,language,Eurasia,52.59,140.681,glot,nivk1234,RU
660,amur1244,Amur basin Solon,,dialect,Eurasia,,,glot,tung1282,
661,amur1242,Amur-West Sakhalin Nivkh,,dialect,Eurasia,,,glot,nivk1234,
662,amar1271,Amurdak,amg,language,Australia,-11.9876,132.878,glot,iwai1246,AU
663,amur1243,Amuru,,dialect,Africa,,,glot,gong1255,
664,amux1234,Amux,,dialect,Eurasia,,,glot,nakh1245,
665,amuz1253,Amuzgo-Mixtecan,,family,,,,glot,otom1299,
666,amuz1254,Amuzgoan,,family,,,,glot,otom1299,
667,sirz1237,Amuzgu-Shiri,,dialect,Eurasia,42.171599,47.332115,glot,nakh1245,
668,anaa1239,Ana,,family,,,,glot,Khoe–Kwadi,
669,anat1248,Ana Tinga Dogon,dti,language,Africa,14.6669,-3.1168,glot,dogo1299,ML
670,anaa1238,Anaang,anw,language,Africa,4.94832,7.57969,glot,Atlantic-Congo,NG
671,anak1240,Anakalangu,akg,language,Papunesia,-9.63425,119.605,glot,Austronesian,ID
