include,id,nature,category,tags,species,species by,subspecies,species syn,species syn by,species alt,wyk name,amar name,hu name,other name,wikipedia,POWO,GBIF,family,part used,region of origin,country,lat,lon,source,year recorded in TCM,macroarea,range,native regions,no. of native regions,introduced regions,no. of introduced regions,total regions,spreadability,cultivation,color,usage,pharmaceutical,pharma en,TCM,TCM DB,TCM name,TCM pinyin,desc,medicinal group,meridian,action,Hu zh,Ayurveda,Words,Britannica,Notes,English,En alt,Plant name,Chinese WN,Chinese simp,Chinese,Ch transliteration,Jyutping,Ch literal,Ch alt,Arabic,Ar transliteration,Ar literal,Ar alt,Hungarian,Hu literal,Hu alt,Hu notes,Hindi,Hi transliteration,Hi literal,Hi alt ,Indonesian,Malay,Persian,FOC,taste/smell,heat,Major uses,Culinary,Medicinal,Köhler,Wyk,Hu,Hu en,Extra,sym,hu_1990,IPNI,TPL,TROP,EOL,WFO,NCBI,NCBI id
in,long pepper,plant,spice,spice,Piper longum,L.,,,,\taxonn{P. retrofactum}{Vahl},Indian long pepper; pippali; pipalli,,,,,https://powo.science.kew.org/taxon/682031-1,,Piperaceae,fruit,E. Himalaya to S. China; Indo-China,,23,80,van_wyk_culinary_2014,973,Asia,India,"Assam, Bangladesh, Cambodia, China South-Central, East Himalaya, Laos, Myanmar, Nicobar Is., Thailand, Vietnam",10,"China Southeast, Hainan, India, Malaya, Nepal, Philippines, Sri Lanka",7,17.0,0.7,"India, Indonesia, Thailand","dreen to red when ripe, dark brown when dried",,Fructus Piperis Longi; Piperis Longi Fructus,Long Pepper,yes,,蓽苃,,Dried nearly ripe fruit-spike of Piper longum L. (Fam. Piperaceae),Interior-warming medicinal,bitter; hot,"Stomach, Large intestine",,,,,,long pepper,,,,,蓽撥,bìbō,,,,دارفلفل,dārfilfil,,,hosszú bors,long-pepper,,,,,,,,,,,,,,,,,,,,,yes,yes,,http://www.theplantlist.org/tpl1.1/record/kew-2568895,,,,,49511
in,mace,plant,spice,spice,Myristica fragrans,Houtt.,,,,,mace,,,,,https://powo.science.kew.org/taxon/586076-1,,Myristicaceae,aril,Moluccas (Indonesia),Banda Islands,-6,130,van_wyk_culinary_2014,?,Asia,Indonesia,Maluku,1,"Assam, Bangladesh, China South-Central, China Southeast, Comoros, Gulf of Guinea Is., Jawa, Laos, Mauritius, Philippines, Réunion, Taiwan, Thailand, Vietnam",14,15.0,14.0,"Grenada, Indonesia","crimson red aril whn fresh, pale yellow when dried",,Arillus Myristicae,Nutmeg,,,肉豆蔻,,,,,,,,,https://www.britannica.com/topic/mace-spice,,mace,,,肉豆蔻,肉豆蔻,肉豆蔻皮,ròudòukòupí,,flesh-bean-cardamom-skin,,بسباسة,basbāsa,,{قشرة جوز الطيب} \textit{qishrat jawz al-ṭīb} [the peel of the fragrant nut],szerecsendió-virág,Saracen nut flower,,,,,,,,,,,"sweet, warm, nutty",1,"desserts, eggnog; diahrrhea",,,II 132,,,,,yes,no,,http://www.theplantlist.org/tpl1.1/record/kew-2500629,,,,,51089
in,nutmeg,plant,spice,spice,Myristica fragrans,Houtt.,,,,,nutmeg,,,,,https://powo.science.kew.org/taxon/586076-1,,Myristicaceae,seed,Moluccas (Indonesia),Banda Islands,-4,129,van_wyk_culinary_2014,973,Asia,Indonesia,Maluku,1,"Assam, Bangladesh, China South-Central, China Southeast, Comoros, Gulf of Guinea Is., Jawa, Laos, Mauritius, Philippines, Réunion, Taiwan, Thailand, Vietnam",14,15.0,14.0,"Grenada, Indonesia","pale brown nut, dark when powdered",,Semen Myristicae; Myristicae Semen,Nutmeg,yes,polyu-tcm,肉豆蔻,ròudòukòu,Dried kernel of Myristica fragrans Houtt. (Fam. Myrisyicaceae),Astringent medicinal,pungent; warm,"Spleen, Stomach, Large intestine",,,,https://www.britannica.com/topic/nutmeg,,nutmeg,,,肉豆蔻,肉豆蔻,肉豆蔻,ròudòukòu,juk6 dau6 dau2 kau3 ,flesh-bean-cardamom,,جوز الطيب,jawz al-ṭīb,fragrant nut,,szerecsendió,Saracen nut,\textit{muskátdió} [musk-nut]; \textit{mácisdió} [mace-nut],,,,,,,,,,"sweet, warm, nutty",1,"desserts, eggnog; diahrrhea",,,II 132,,,,,yes,yes,,http://www.theplantlist.org/tpl1.1/record/kew-2500629,,,,,51089
in,pepper,plant,spice,spice,Piper nigrum,L.,,,,,pepper; black pepper,,,,,https://powo.science.kew.org/taxon/682369-1,,Piperaceae,fruit,Malabar coast (South India),,14,76,van_wyk_culinary_2014,659,Asia,India,India,1,"Andaman Is., Assam, Bangladesh, Benin, Cambodia, Cameroon, Caroline Is., China South-Central, China Southeast, Comoros, Cook Is., Costa Rica, Cuba, Dominican Republic, East Himalaya, Ethiopia, French Guiana, Guinea, Gulf of Guinea Is., Haiti, Honduras, Laos, Leeward Is., Marianas, Mauritius, Mexico Gulf, Nicobar Is., Philippines, Puerto Rico, Réunion, Seychelles, Sri Lanka, Thailand, Trinidad-Tobago, Venezuela, Vietnam, Windward Is.",37,38.0,37.0,Vietnam; Brazil; Indonesia; India; Sri Lanka; etc.,black; white; green,,Fructus Piperis nigri/albi; Piperis Fructus,Pepper Fruit,yes,polyu-tcm,胡椒,hújiāo,Dried ripe fruit-spike of Piper nigrum L. (Fam. Piperaceae),Interior-warming medicinal,pungent; hot,"Stomach, Large intestine",,,pepper; peppercorn; biber; pepperwort,https://www.britannica.com/plant/black-pepper-plant,Malabar coast; Sri Lanka?; black gold,pepper,black pepper,,"胡椒, 黑胡椒",胡椒,胡椒,hújiāo,,barbarian-pepper,黑胡椒 \textit{hēihújiāo} [black-barbarian-pepper],فلفل,"filfil, fulful",,{فلفل أسود} \textit{fulful aswad} [black pepper],bors,pepper,\textit{fekete bors} [black pepper],,काली मिर्च,kaalii mirch,,सफेद काली मिर्च :D,lada; lada hitam; lada putih; merica,,,,"pungent, hot",3-8,flavors; colds,pepper steak; poivrade sauce; Pfefferkuchen,,II 144,,,,,yes,yes,,http://www.theplantlist.org/tpl1.1/record/kew-2569664,,,,,13216
in,saffron,plant,spice,spice,Crocus sativus,L.,,,,,saffron,,,,,https://powo.science.kew.org/taxon/436688-1,,Iridaceae,stigma (style),Greece,,39,22,van_wyk_culinary_2014,1596,Med,Greece,Greece,1,"Czechoslovakia, Iran, Italy, Morocco, Pakistan, Spain, Turkey, West Himalaya",8,9.0,8.0,Iran; Spain; Kashmir; etc.,deep red; dyes in orange,,Stigmata Croci; Croci Stigma; Stylus Croci,Saffron,yes,polyu-tcm,西紅花,zànghónghuā,Dried stigma of Crocus sativus L. (Fam. Iridaceae),Blood-activating menstruation regulating medicinal,sweet; neutral,"Liver, Heart",藏紅花,,,https://www.britannica.com/topic/saffron,Greece or Asia Minor,saffron,,saffron crocus,番红花,番红花,藏紅花,zànghónghuā,sai1 hung4 faa1,Tibetan-red-flower,西紅花 \textit{xīhónghuā} [western-red-flower]; 番紅花 \textit{fān​hóng​huā} [foreign-red-flower],زعفران,zaʿfarān,,,sáfrány,,,,केसर,kesar,"hair, mane",कुंकुम; जाफरान; सैफ्रन,kuma-kuma; safron,,,,"pungent, bitter",0,"bouillabaise, rice; fevers","paella, bouillabaisse, tagine",,II 164,,,Saffron,,yes,yes,,http://www.theplantlist.org/tpl1.1/record/kew-327454,,,,,82528
in,Sichuan pepper,plant,spice,spice,Zanthoxylum bungeanum,Maxim.,,,,\taxonn{Z. armatum}{DC.}; et al.,Chinese pepper,,,,,https://powo.science.kew.org/taxon/775625-1,,Rutaceae,pericarp,China,,35,105,van_wyk_culinary_2014,,Asia,China,"China North-Central, China South-Central, China Southeast, East Himalaya, Inner Mongolia, Manchuria, Nepal, Qinghai, Tibet, Xinjiang",10,Uzbekistan,1,11.0,0.1,China,red; green,,Pericarpium/Fructus Zanthoxyli,Pricklyash Peel,,,花椒,528,,,,,花椒 (...),,fagara,https://www.britannica.com/topic/Sichuan-pepper,"Wyk at Z. piperitum, en and zh wiki, Flora of china http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=135262",Sichuan pepper,,,花椒,花椒,花椒,huā​jiāo,,flower-pepper,,فلفل سيتشوان,fulful sītshuwān,Sichuan pepper,,szecsuáni bors,Sichuan pepper,,,,,,,,,,,"woodsy, peppery",3,meats; colic,,,,mention,,,,,,,http://www.theplantlist.org/tpl1.1/record/kew-2469335,,,,,328401
in,star anise,plant,spice,spice,Illicium verum,Hook.f.,,,,,star anise; Chinese star anise; Chinese anise,,,,,https://powo.science.kew.org/taxon/554553-1,https://www.gbif.org/species/2889756,Schisandraceae,pericarp,SE. China; Vietnam,,18,106,van_wyk_culinary_2014,?,Asia,South China; Vietnam,"China Southeast, Vietnam",2,"Cambodia, China South-Central",2,4.0,1.0,"China, Laos, Vietnam, Korea, Japan, Taiwan, Hainan, Philippines (POWO)",orange brown,,Fructus Anisi stellati; Anisi Stellati Fructus,Chinese Star Anise,yes,polyu-tcm,八角茴香,bājiǎohúixiāng,Dried ripe fruit of Illicium verum Hook. f. (Fam. Magnoliaceae),Interior-warming medicinal,pungent; warm,"Liver, Kidney, Spleen, Stomach",,,,https://www.britannica.com/plant/star-anise,,star anise,,,八角,八角,八角,bājiǎo,,octagon,,يانسون نجمي,yānsūn najmī,star anise,,csillagánizs,star-anise,,,चक्रफूल,,,,bunga lawang,,,,"bitter, licorice-like",3,"meats, desserts; colic",,,NA (II 117),,,,,yes,no,https://www.ipni.org/n/554553-1,http://www.theplantlist.org/tpl1.1/record/kew-2861915,https://www.tropicos.org/name/50079582,https://eol.org/pages/484056,http://www.worldfloraonline.org/taxon/wfo-0000730107,https://www.ncbi.nlm.nih.gov/data-hub/taxonomy/124778/,124778
in,turmeric,plant,spice,spice,Curcuma longa,L.,,Curcuma domestica,Valeton,,turmeric,,,,,https://powo.science.kew.org/taxon/796451-1,,Zingiberaceae,rhizome,India,,12,79,van_wyk_culinary_2014,?,Asia,India,India,1,"Andaman Is., Assam, Bangladesh, Belize, Borneo, Cambodia, Caroline Is., China South-Central, China Southeast, Comoros, Congo, Cook Is., Costa Rica, Cuba, Dominican Republic, East Himalaya, Easter Is., Fiji, Gilbert Is., Guinea-Bissau, Gulf of Guinea Is., Haiti, Hawaii, Ivory Coast, Jawa, Leeward Is., Lesser Sunda Is., Malaya, Marquesas, Mauritius, Myanmar, New Caledonia, New Guinea, Nicobar Is., Philippines, Pitcairn Is., Puerto Rico, Queensland, Réunion, Samoa, Society Is., Solomon Is., Sri Lanka, Sumatera, Taiwan, Thailand, Tibet, Tonga, Trinidad-Tobago, Tuamotu, Tubuai Is., Vietnam, Windward Is.",53,54.0,53.0,"China, Honduras, India, Indonesia, Jamaica",orange-yellow,,Rhizoma Curcumae (Longae); Curcumae Longae Rhizoma,Turmeric,yes,polyu-tcm,薑黃,jiānghuáng,Dried rhizome of Curcuma longa L. (Fam. Zingiberaceae),Blood-activating analgesic medicinal,"pungent, bitter; warm","Liver, Spleen",,,,https://www.britannica.com/plant/turmeric,,turmeric,,,姜黄,姜黄,薑黃,jiānghuáng,,ginger-yellow,黃薑 \textit{huángjiāng} [yellow-ginger],كركم,kurkum,,,kurkuma,,,,,,,,,,,,"warm, acrid, bitter",3,"curries, dye; antiseptic",,,II 178,,,,,yes,no,,http://www.theplantlist.org/tpl1.1/record/kew-235249,,,,,136217
in,vanilla,plant,spice,spice; flavoring,Vanilla planifolia,Jacks. ex Andrews,,Vanilla fragrans,Ames,\taxonn{V. tahitensis}{J.W. Moore}; \taxonn{V. pompona}{Schiede},vanilla; Bourbon vanilla; Mexican vanilla,,,,,https://powo.science.kew.org/taxon/262578-2,https://www.gbif.org/species/2803398,Orchidaceae,fruit,Tropical America,,-10,-55,van_wyk_culinary_2014,,Americas,Central and South America,"Belize, Brazil North, Brazil Northeast, Brazil Southeast, Colombia, Costa Rica, El Salvador, Guatemala, Honduras, Mexico Gulf, Mexico Southeast, Mexico Southwest, Nicaragua, Panamá",14,"Bangladesh, Brazil West-Central, Caroline Is., Cayman Is., Chagos Archipelago, Comoros, Cook Is., Dominican Republic, Ecuador, Florida, French Guiana, Gulf of Guinea Is., Guyana, Jamaica, Jawa, Leeward Is., Lesser Sunda Is., Madagascar, Malaya, Marianas, Marquesas, New Caledonia, New Guinea, Niue, Paraguay, Peru, Puerto Rico, Réunion, Seychelles, Society Is., Suriname, Tonga, Trinidad-Tobago, Tuamotu, Venezuela, Windward Is., Zaïre",37,51.0,2.642857142857143,Madagascar; Indonesia; Mexico; Papua New Guinea; China,dark brown pod; creamy white extract,,Fructus Vanillae,,,,,,,,,,,,,https://www.britannica.com/plant/vanilla,second most expensive after saffron!; 1520s Hernán Cortés,vanilla,,flat-leaved vanilla,香草,香草,香草,xiāngcǎo,,fragrant-herb,Cantonese 雲呢拿 \textit{wan4 nei1 laa4-2},فانيليا,fānīliyā,,,vanília,,,,वैनिला,vainilaa,,,vanila,,وانیل,,"fragrant, sweet, delicious",1,flavouring; baking; desserts; perfumery; aromatherapy,,,II 114,,,,,,,https://ipni.org/n/262578-2,http://www.theplantlist.org/tpl1.1/record/kew-211955,https://www.tropicos.org/name/23501046,https://eol.org/pages/1127948,http://www.worldfloraonline.org/taxon/wfo-0000331533,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=51239,51239
link,zzz source,manual,manual,manual,powo,powo,powo,,,,,,,,,,,,wyk,manual; wyk; powo,manual,manual,manual,manual,hu_history_1990,manual,powo,powo,,powo,,,,manual; wyk; mabberley,manual,,,,,,https://herbaltcm.sn.polyu.edu.hk/,,,,,,,,,,,,,,,http://www.efloras.org/flora_page.aspx?flora_id=3,,,,,,,https://referenceworks.brillonline.com/pages/help/transliteration-islam,,,,,,,,,,,,,,,https://unitproj.library.ucla.edu/biomed/spice/index.cfm?spicefilename=taste.txt&itemsuppress=yes&displayswitch=0,https://unitproj.library.ucla.edu/biomed/spice/index.cfm?spicefilename=taste.txt&itemsuppress=yes&displayswitch=0,,,,http://www.pharmakobotanik.eu/allgemei/koehler/koeh-eng.htm,,,,,,,,,,,,,https://phylot.biobyte.de/
link,zzz links 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://libproject.hkbu.edu.hk/was40/detail?lang=ch&channelid=1288&searchword=herb_id=D00428,,,,,,,,,,,,,,,,,http://www.efloras.org/flora_page.aspx?flora_id=2,,,,,,,,,,,,,,,,,,,,,,,,,http://www1.biologie.uni-hamburg.de/b-online/koehler/koeh-eng.htm,,,,,,,,,,,,,
link,zzz links 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sys01.lib.hkbu.edu.hk/cmed/mmid/detail.php?pid=B00156&page=1&sort=name_cht,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.biolib.de/koehler2/index.html,,,,,,,,,,,,,
link,zzz source,,,,,,,,,,Wyk; Peter; Wiki,,,,,,,,,,,,,,,,,POWO,POWO,POWO,POWO,,,Peter,,,GK,,,,PolyU TCM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,Abalone Shell,,medicine,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,,Haliotidis Concha,Abalone Shell,yes,polyu-tcm,石決明,shíjuémíng,"Shell of Haliotis diversicolor Reeve, Holiotis discus hannai Ino, Haliotis ovina Gmelin, Haliotis ruber (Leach), Haliotis asinina Linnaeus or Haliotis laevigata (Donovan) (Fam. Haliotidae)",Liver-pacifying and wind-extinguishing medicinal,salty; cold,Liver,,,,,,,,,,,石決明,shíjuémíng,sek6 kyut3 ming4 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,agarwood,,incense,,Aquilaria malaccensis Lam.,,,Aquilaria agallocha,Roxb.,,agar wood; eagle wood,,aloeswood,agalloch,https://en.wiktionary.org/wiki/agalloch,https://powo.science.kew.org/taxon/830835-1,,Thymelaeaceae,wood,SE As,,2,102,van_wyk_culinary_2014,540,Asia,Bangladesh to W. & Central Malesia,"Assam, Bangladesh, Borneo, East Himalaya, Malaya, Myanmar, Philippines, Sumatera, Thailand, Vietnam",10,,1,11.0,0.1,,,,,,yes,,,,,,,,,,,,,,,,,,沉香,chénxiāng,,sink-incense,檀木,عود,,,,,,,,,,,,,,,,,,,,,agarwood,aloeswood,,,,yes,yes,,,,,,,
out,aji,,,,Capsicum baccatum,,,,,,aji; Peruvian pepper,,,,,,,Solanaceae,fruit,S Am (Bolivia),,,,van_wyk_culinary_2014,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,ajowan,,spice,,Trachyspermum ammi,(L.) Sprague,,Carum copticum ,(L.) Benth. & Hook.f. ex Hiern,syn also: T. copticum (L.) Link,ajowan; ajwain; carom; ajowan caraway; thymol seeds; bishop's weed; omum; omam; white cumin; Ethiopian caraway,,,,,https://powo.science.kew.org/taxon/849765-1,,Apiaceae,fruit,Egypt; Ethiopia,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,Akebia Fruit,,medicine,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,,Akebiae Fructus,Akebia Fruit,yes,polyu-tcm,預知子,yùzhīzǐ,"Dried nearly ripe fruit of Akebia quinata (Thunb.) Decne., Akebia trifoliata (Thunb.) Koidz., Akebia trifoliata (Thunb.) Koidz. var. australis (Diels) Rehd. (Fam. Lardizabalaceae)",Qi-regulating medicinal,bitter; cold,"Liver, Gallbladder, Stomach",,,,,,,,,,,預知子,yùzhīzǐ,jyu6 zi1 zi2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,Akebia Stem,,medicine,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,,Akebiae Caulis,Akebia Stem,yes,polyu-tcm,木通,mùtōng,"Dried stem of Akebia quinata (Thunb.) Decne., Akebia trifoliata (Thunb.) Koidz, Akebia trifoliata (Thunb.)Koidz. var. australis (Diels)Rehd. (Fam. Lardizabalaceae)",Strangury-relieving diuretic medicinal,bitter; slightly cold,"Heart, Small intestine, Bladder",,,,,,,,,,,木通,mùtōng,muk6 tung1 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,Albizia Flower,,medicine,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,,Albiziae Flos,Albizia Flower,yes,polyu-tcm,合歡花,héhuānhuā,Dried inflorescence of Albizia julibrissin Durazz. (Fam. Fabaceae),Heart-nourishing tranquillizing medicinal,sweet; neutral,"Heart, Liver",,,,,,,,,,,合歡花,héhuānhuā,hap6 fun1 faa1 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,almond,,,,Prunus dulcis,,,Prunus amygdalis,,,almond,,,,,,,Rosaceae,seed,W As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,aloe,,medicine,,Aloe vera,(L.) Burm.f.,,Aloe barbadensis,Mill.,,,,,,,https://powo.science.kew.org/taxon/530017-1,,Asphodelaceae,extract,Afr,Oman,21,56,hu_history_1990,973,Asia,N. Oman (Hajar Mountains),Oman,1,"Algeria, Arizona, Aruba, Ascension, Assam, Bahamas, Baleares, Bangladesh, Bermuda, Bolivia, Cambodia, Canary Is., Cape Verde, Cayman Is., China South-Central, Cook Is., Costa Rica, Cuba, Cyprus, Dominican Republic, East Aegean Is., Ecuador, El Salvador, Ethiopia, Florida, Galápagos, Greece, Guatemala, Gulf States, Haiti, Hawaii, Honduras, India, Italy, Jamaica, Juan Fernández Is., Kriti, Lebanon-Syria, Leeward Is., Libya, Madeira, Mauritius, Mexico Central, Mexico Gulf, Mexico Northeast, Mexico Northwest, Mexico Southeast, Mexico Southwest, Morocco, Nepal, Netherlands Antilles, Nicaragua, Pakistan, Palestine, Peru, Portugal, Puerto Rico, Queensland, Réunion, Saudi Arabia, Sicilia, Spain, Sri Lanka, St.Helena, Texas, Thailand, Trinidad-Tobago, Tunisia, Turkey, Turks-Caicos Is., Venezuela, Venezuelan Antilles, Windward Is., Yemen",74,75.0,74.0,,,,,,,,,,,,,,,,,,,,,,,,蘆薈,lúhuì,,reeds-luxuriant,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,
out,ambergris,,aromatic,,"Animalia, from the sperm whale Physeter macrocephalus",L.,,,,,,,,,,,,Physeteridae,"waxy, flammable substance from the gastrointestinal tract",cosmopolitan,,,,,,,,,1,,1,,1.0,,grey,,,,,,,,,,,,,,,https://www.britannica.com/science/ambergris,Ibn Battuta; Moby Dick,ambergris,,sperm whale,,龙涎香,龍涎香,lóngxiánxiāng,,dragon-saliva-fragrance,https://zh.wikipedia.org/wiki/%E9%BE%8D%E6%B6%8E%E9%A6%99,عنبر,ʿambar,,,ámbra,,,,,,,,,,,,"fecal, later sweet",x,perfumery,,,,no,,,,,,,,,,,,
out,American Ginseng,,medicine,,,,,,,,,,,,,https://powo.science.kew.org/taxon/300467-2,,,,North Am.,,,,polyu_chinese_2020,,,,,,,,,,,,,Panacis Quinquefolii Radix,American Ginseng,yes,polyu-tcm,西洋參,xīyángcān,Dried root of Panax quinquefolium L. (Fam. Aralianceae),Qi-tonifying medicinal,"slightly bitter, sweet; cool","Heart, Lung, Kidney",,,,,,,,,,,西洋參,xīyángcān,sai1 joeng4 sam1 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,ammi?,,,,Ammi majus,,,,,,false bishop’s weed; greater ammi; lady’s lace,,,,,,,Apiaceae,fruit,Med; NE Afr,,,,van_wyk_culinary_2014,,,,,1,,1,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,naankhawaat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,amomum,,spice,,Amomum spp.,Roxb.,,,,,,,,"amomum, black cardamom",,,,Zingiberaceae,,Asia,,,,,,,,,1,,1,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,anatto,,,,Bixa orellana,,,,,,an(n)atto; achiote; roucou,,,,,,,Bixaceae,seed,Trop Am,,,,van_wyk_culinary_2014,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,angelica,,,,Angelica archangelica,,,,,,angelica; garden angelica; archangel,,,,,,,Apiaceae,root; fruit; stem,Eur; As,,,,van_wyk_culinary_2014,,,,,1,,1,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,Antelope Horn,,medicine,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,,Saigae Tataricae Cornu,Antelope Horn,yes,polyu-tcm,羚羊角,língyángjiǎo,Horn of Saiga tatarica Linnaeus (Fam. Bovidea),Liver-pacifying and wind-extinguishing medicinal,salty; cold,"Liver, Heart",,,,,,,,,,,羚羊角,língyángjiǎo,ling4 joeng4 gok3 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,Appendiculate Cremastra Pseudobulb or Common Pleione Pseudobulb,,medicine,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,,Cremastrae Seu Pleiones Pseudobulbus,Appendiculate Cremastra Pseudobulb or Common Pleione Pseudobulb,yes,polyu-tcm,山慈菇,shāncígū,"Dried pseudobulb of Cremastra appensiculata (D.Don) Makino, Pleione bulbocodioides (Franch.) Rolfe or Pleione yunnanensis Polfe (Fam. Orchidaceae)",Heat-clearing and detoxicating medicinal,"sweet, slightly pungent; cool","Liver, Spleen",,,,,,,,,,,山慈菇,shāncígū,saan1 ci4 gu1 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,Arc Shell,,medicine,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,,Arcae Concha,Arc Shell,yes,polyu-tcm,瓦楞子,wǎléngzǐ,"Shell of Arca subcrenata Lischke, Arca gransa Linnaeus or Arca inflata Reeve (Fam. Arcidae)",Phlegm resolving medicinal,salty; neutral,"Lung, Stomach, Liver",,,,,,,,,,,瓦楞子,wǎléngzǐ,ngaa5 ? zi2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
